"","hh_id","d1","d_start","d2","index_random","random_number","random_percentage_price","d_amount","d_3","d_3b","d_3b_oth","d_4","d_4b","d_4b_oth","d_5","d_5b","d_5b_oth","d_6","d_6b","d_6b_oth","d_7","d_8","d_8oth","d_9","d_10","elc_aggr_tier","locality"
"248",1013501241401,"No","2017-11-08T11:11:40-05:00",2,2,0.43,4300,4300,"No","Monthly fee is too expensive","","No","Monthly fee is too expensive","","No","Monthly fee is too expensive","","No","Monthly fee is too expensive","","Yes",NA,"",888,500,"Tier 0",1
"249",1013501241402,"No","2017-11-08T11:05:17-05:00",1,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Don’t Know","Still cannot afford the wiring costs","","Don’t Know","Still cannot afford the wiring costs","",888,500,"Tier 0",1
"250",1013501241403,"No","2017-11-09T03:16:27-05:00",2,4,0.71,7100,7100,"No","Monthly fee is too expensive","","No","Monthly fee is too expensive","","Don’t Know","Monthly fee is too expensive","","Don’t Know","Monthly fee is too expensive","","Don’t Know","Monthly fee is too expensive","",2800,500,"Tier 0",1
"251",1013501241701,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 0",1
"252",1013501242701,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"253",1013503460101,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",1
"254",1013503460301,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",1
"255",1013503460303,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"256",1013503460501,"No","2017-11-10T05:28:24-05:00",2,2,0.43,4300,4300,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","",888,0,"Tier 0",1
"257",1013503461001,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 4",1
"258",1013503461401,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"259",1013503461801,"No","2017-11-12T08:18:54-05:00",1,3,0.57,5699,5699,"No","Monthly fee is too expensive","","No","Monthly fee is too expensive","","No","Monthly fee is too expensive","","Yes",NA,"",NA,NA,"",888,200,"Tier 0",1
"260",1013503461802,"No","2017-11-10T05:34:17-05:00",2,1,0.29,2900,2900,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",1
"261",1013503462001,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",1
"262",1013503463501,"No","2017-11-09T04:05:30-05:00",2,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",1
"263",1013503463901,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",1
"264",1013503464001,"No","2017-11-11T08:07:55-05:00",3,5,1,10000,10000,"No","Do not need grid connection","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",1
"265",1013503464601,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",1
"266",1013503464803,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",1
"267",1013507620201,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"268",1013507620202,"No","2017-11-08T10:03:03-05:00",1,3,0.57,5699,5699,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",5000,500,"Tier 0",1
"269",1013507620402,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 1",1
"270",1013507620501,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"271",1013507620601,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 0",1
"272",1013507620701,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"273",1013507621001,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"274",1013507621301,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"275",1013507621501,"No","2017-11-09T04:42:02-05:00",1,4,0.71,7100,7100,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,300,"Tier 0",1
"276",1013507621601,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"277",1013507621602,"No","2017-11-09T07:44:07-05:00",2,4,0.71,7100,7100,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",1
"278",1013507621901,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"279",1013507622101,"No","2017-11-08T04:24:45-05:00",1,2,0.43,4300,4300,"No","Do not need grid connection","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",1
"280",1013507622201,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"281",1014500140203,"No","2017-11-14T07:51:21-05:00",1,2,0.43,4300,4300,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,200,"Tier 0",0
"282",1014500140401,"No","2017-11-14T06:00:11-05:00",2,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",0
"283",1014500140403,"No","2017-11-14T08:02:34-05:00",1,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,250,"Tier 0",0
"284",1014500140407,"No","2017-11-14T07:48:35-05:00",2,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",3000,600,"Tier 0",0
"285",1014500140603,"No","2017-11-14T04:47:45-05:00",1,3,0.57,5699,5699,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,200,"Tier 0",0
"286",1014500140803,"No","2017-11-14T06:53:10-05:00",1,2,0.43,4300,4300,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",0
"287",1014500140905,"No","2017-11-14T04:42:31-05:00",1,4,0.71,7100,7100,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",0
"288",1014500140907,"No","2017-11-14T04:45:41-05:00",1,2,0.43,4300,4300,"No","Do not need grid connection","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",0
"289",1014500140908,"No","2017-11-14T05:43:33-05:00",1,0,0.14,1400,1400,"No","Electricity service is unreliable","","No","Electricity service is unreliable","","No","Electricity service is unreliable","","No","Electricity service is unreliable","","No","Electricity service is unreliable","",888,500,"Tier 0",0
"290",1014500141103,"No","2017-11-14T04:57:08-05:00",1,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",10000,5000,"Tier 0",0
"291",1014500141306,"No","2017-11-14T06:12:21-05:00",1,5,1,10000,10000,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",888,888,"Tier 0",0
"292",1014500141308,"No","2017-11-14T06:39:31-05:00",2,5,1,10000,10000,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","",888,400,"Tier 0",0
"293",1014500141309,"No","2017-11-14T05:47:25-05:00",1,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,350,"Tier 0",0
"294",1014500141401,"No","2017-11-14T07:23:20-05:00",1,5,1,10000,10000,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",5000,400,"Tier 0",0
"295",1016504160201,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",1
"296",1016504160401,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",1
"297",1016504160701,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 4",1
"298",1016504160901,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 0",1
"299",1016504161101,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"300",1016504161501,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 4",1
"301",1016504161901,"No","2017-12-01T05:38:33",2,3,0.57,5699,5699,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",888,1000,"Tier 0",1
"302",1016504161902,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",1
"303",1016504162201,"No","2017-12-01T07:27:46-05:00",2,3,0.57,5699,5699,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",888,888,"Tier 0",1
"304",1016504162202,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",1
"305",1016504162203,"No","2017-12-01T09:24:45-05:00",1,1,0.29,2900,2900,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,200,"Tier 0",1
"306",1016504162204,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",1
"307",1016504162303,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",1
"308",1016504162304,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",1
"309",1017506441701,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",0
"310",1017506442201,"No","2017-11-16T07:07:28-05:00",2,0,0.14,1400,1400,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",0
"311",1017506443101,"No","2017-11-17T06:26:33-05:00",2,2,0.43,4300,4300,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",888,500,"Tier 0",0
"312",1017506443301,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",0
"313",1017506444201,"No","2017-11-17T08:10:37-05:00",2,0,0.14,1400,1400,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",888,500,"Tier 0",0
"314",1017506444301,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",0
"315",1017506445102,"No","2017-11-17T11:54:35-05:00",2,0,0.14,1400,1400,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",0
"316",1017506445104,"No","2017-11-17T11:21:05-05:00",2,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",2000,500,"Tier 0",0
"317",1017506445801,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",0
"318",1017506446101,"No","2017-11-17T08:21:08-05:00",2,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",2500,888,"Tier 0",0
"319",1017506448301,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",0
"320",1017506448701,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",0
"321",1017506449101,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",0
"322",1017506449103,"No","2017-11-17T07:09:46-05:00",1,3,0.57,5699,5699,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",0
"323",1018500720101,"No","2017-11-15T04:14:51-05:00",2,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,200,"Tier 0",1
"324",1018500720501,"No","2017-11-15T06:00:14-05:00",2,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",1500,300,"Tier 0",1
"325",1018500720701,"No","2017-11-14T07:22:53-05:00",2,2,0.43,4300,4300,"No","Do not need grid connection","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",1
"326",1018500721301,"No","2017-11-14T05:45:04-05:00",2,3,0.57,5699,5699,"No","Still cannot afford the wiring costs","","Don’t Know","Other, specify","she don't know because it's her husband who is to pay and she does not know if he will be willing to pay","Don’t Know","Other, specify","because her husband is to make the payment so she don't know","Don’t Know","Other, specify","because it's her husband who is to pay and she does not know if he is willing to pay","Yes",NA,"",888,888,"Tier 0",1
"327",1018500721401,"No","2017-11-15T06:06:01-05:00",2,3,0.57,5699,5699,"No","Electricity service is unreliable","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",888,1000,"Tier 0",1
"328",1018500721701,"No","2017-11-15T06:28:04-05:00",2,3,0.57,5699,5699,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",2000,500,"Tier 0",1
"329",1018500722001,"No","2017-11-15T05:12:42-05:00",2,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",1500,300,"Tier 0",1
"330",1018500722201,"No","2017-11-15T04:12:59-05:00",1,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",1500,1000,"Tier 0",1
"331",1018500722601,"No","2017-11-14T04:37:08-05:00",2,0,0.14,1400,1400,"No","Monthly fee is too expensive","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",1
"332",1018500722801,"No","2017-11-15T07:54:38-05:00",2,0,0.14,1400,1400,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",1
"333",1018500723301,"No","2017-11-15T06:51:53-05:00",1,2,0.43,4300,4300,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",888,200,"Tier 0",1
"334",1018500723501,"No","2017-11-15T05:02:36-05:00",2,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,1500,"Tier 0",1
"335",1018500723601,"No","2017-11-15T04:35:54-05:00",1,1,0.29,2900,2900,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 2",1
"336",1021511680102,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"337",1021511680302,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"338",1021511680501,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 4",1
"339",1021511680502,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 4",1
"340",1021511680601,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 4",1
"341",1021511680702,"No","2017-11-28T07:02:45-05:00",2,1,0.29,2900,2900,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",1
"342",1021511680902,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 4",1
"343",1021511681001,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 4",1
"344",1021511681301,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 5",1
"345",1021511681401,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 5",1
"346",1021511681402,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 4",1
"347",1021511681501,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"348",1021511681601,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"349",1021511681701,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 4",1
"350",1021512080101,"No","2017-11-29T09:41:14-05:00",2,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,1000,"Tier 0",1
"351",1021512080401,"No","2017-11-29T06:27:41-05:00",2,5,1,10000,10000,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",1
"352",1021512080701,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 4",1
"353",1021512080801,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 4",1
"354",1021512081301,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 4",1
"355",1021512081501,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 5",1
"356",1021512081701,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"357",1021512081901,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 4",1
"358",1021512082201,"No","2017-11-29T09:31:08-05:00",2,0,0.14,1400,1400,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",500,500,"Tier 0",1
"359",1021512082701,"No","2017-11-29T06:18:04-05:00",2,5,1,10000,10000,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",888,200,"Tier 0",1
"360",1021512082801,"No","2017-11-29T06:01:06-05:00",2,2,0.43,4300,4300,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,300,"Tier 0",1
"361",1021512082803,"No","2017-11-29T05:57:41-05:00",1,1,0.29,2900,2900,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",888,500,"Tier 0",1
"362",1021512082903,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 5",1
"363",1021512084403,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 5",1
"364",1021516220401,"No","2017-12-23T07:16:40",1,1,0.29,2900,2900,"No","Do not need grid connection","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",1
"365",1021516220402,"No","2017-12-23T06:14:02",2,5,1,10000,10000,"No","Do not need grid connection","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",1
"366",1021516220504,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"367",1021516220602,"No","2017-12-23T07:32:03",1,2,0.43,4300,4300,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",1
"368",1021516220701,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"369",1021516220901,"No","2017-12-23T06:22:43",1,2,0.43,4300,4300,"No","Monthly fee is too expensive","","No","Monthly fee is too expensive","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Don’t Know","Still cannot afford the wiring costs","",888,1000,"Tier 0",1
"370",1021516221001,"No","2017-12-23T07:31:52",1,3,0.57,5699,5699,"No","Monthly fee is too expensive","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","",888,888,"Tier 0",1
"371",1021516221101,"No","2017-12-23T09:02:38",2,1,0.29,2900,2900,"No","Still cannot afford the wiring costs","","No","Monthly fee is too expensive","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",888,888,"Tier 0",1
"372",1021516221501,"No","2017-12-23T06:33:37",1,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Monthly fee is too expensive","",888,1000,"Tier 0",1
"373",1021516221801,"No","2017-12-23T07:42:11",1,3,0.57,5699,5699,"No","Still cannot afford the wiring costs","","No","Electricity service is unreliable","","No","Monthly fee is too expensive","","Don’t Know","Monthly fee is too expensive","","Don’t Know","Monthly fee is too expensive","",888,888,"Tier 0",1
"374",1021516221803,"No","2017-12-22T20:52:12",2,5,1,10000,10000,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","",888,888,"Tier 0",1
"375",1021516221804,"No","2017-12-23T06:34:42",2,2,0.43,4300,4300,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",888,200,"Tier 0",1
"376",1021516221904,"No","2017-12-23T08:18:09",1,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",3000,500,"Tier 0",1
"377",1021516222101,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",1
"378",1022501220101,"No","2017-11-30T06:43:54-05:00",2,3,0.57,5699,5699,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",0
"379",1022501220102,"No","2017-11-30T05:59:56",2,1,0.29,2900,2900,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",0
"380",1022501220105,"No","2017-11-30T06:01:29-05:00",1,1,0.29,2900,2900,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,2000,"Tier 0",0
"381",1022501220308,"No","2017-11-30T07:33:47-05:00",3,2,0.43,4300,4300,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",888,500,"Tier 0",0
"382",1022501220314,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",0
"383",1022501220315,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",0
"384",1022501220901,"No","2017-11-30T09:29:31-05:00",1,5,1,10000,10000,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",888,888,"Tier 0",0
"385",1022501221002,"No","2017-11-30T07:44:32-05:00",2,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",0
