"","hh_id","d1","d_start","d2","index_random","random_number","random_percentage_price","d_amount","d_3","d_3b","d_3b_oth","d_4","d_4b","d_4b_oth","d_5","d_5b","d_5b_oth","d_6","d_6b","d_6b_oth","d_7","d_8","d_8oth","d_9","d_10","elc_aggr_tier","locality"
"1",1000506120305,"No","2017-11-20T07:12:21-05:00",1,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",3000,300,"Tier 0",0
"2",1000506120401,"No","2017-11-20T07:00:30-05:00",1,5,1,10000,10000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",12000,1000,"Tier 0",0
"3",1000506120601,"No","2017-11-20T08:15:04-05:00",1,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",0
"4",1000506120602,"No","2017-11-20T07:14:42-05:00",1,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",0
"5",1000506120901,"No","2017-11-20T07:06:15-05:00",2,1,0.29,2900,2900,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",0
"6",1000506121202,"No","2017-11-20T08:16:22-05:00",2,5,1,10000,10000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",0
"7",1000506121304,"No","2017-11-20T09:16:06-05:00",2,4,0.71,7100,7100,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,150,"Tier 0",0
"8",1000506121604,"No","2017-11-20T10:34:48-05:00",1,4,0.71,7100,7100,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",0
"9",1000506122001,"No","2017-11-20T09:34:06-05:00",2,4,0.71,7100,7100,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,200,"Tier 0",0
"10",1000506122301,"No","2017-11-20T08:26:07-05:00",1,4,0.71,7100,7100,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",4000,1000,"Tier 0",0
"11",1000506122402,"No","2017-11-20T09:31:41-05:00",1,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",3500,700,"Tier 0",0
"12",1000506122702,"No","2017-11-20T10:39:06-05:00",2,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,300,"Tier 0",0
"13",1000506122801,"No","2017-11-20T08:08:05-05:00",2,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,200,"Tier 0",0
"14",1000506122902,"No","2017-11-20T09:14:13-05:00",2,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 1",0
"15",1001500180104,"No","2017-11-15T09:22:15-05:00",1,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",1000,300,"Tier 0",0
"16",1001500180107,"No","2017-11-15T05:01:33-05:00",2,1,0.29,2900,2900,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",0
"17",1001500180201,"No","2017-11-15T08:32:36-05:00",2,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",888,200,"Tier 0",0
"18",1001500180702,"No","2017-11-15T07:35:41-05:00",1,3,0.57,5699,5699,"No","Still cannot afford the wiring costs","","No","Do not need grid connection","",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",0
"19",1001500181501,"No","2017-11-15T05:01:51-05:00",1,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,200,"Tier 0",0
"20",1001500181503,"No","2017-11-15T05:05:15-05:00",1,1,0.29,2900,2900,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,1000,"Tier 0",0
"21",1001500181601,"No","2017-11-15T06:40:35-05:00",1,1,0.29,2900,2900,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",0
"22",1001500181605,"No","2017-11-15T08:03:53-05:00",2,1,0.29,2900,2900,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,200,"Tier 0",0
"23",1001500181606,"No","2017-11-15T09:30:29-05:00",2,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,200,"Tier 0",0
"24",1001500181702,"No","2017-11-15T07:01:07-05:00",2,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",0
"25",1001500181802,"No","2017-11-15T05:09:14-05:00",1,3,0.57,5699,5699,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",1500,500,"Tier 0",0
"26",1001500181901,"No","2017-11-15T06:44:34-05:00",2,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",2500,700,"Tier 0",0
"27",1001500182001,"No","2017-11-15T08:37:35-05:00",1,5,1,10000,10000,"No","Electricity service is unreliable","","No","Electricity service is unreliable","","No","Electricity service is unreliable","","No","Electricity service is unreliable","","No","Electricity service is unreliable","",3000,400,"Tier 0",0
"28",1001500182103,"No","2017-11-15T07:00:47-05:00",2,1,0.29,2900,2900,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,300,"Tier 0",0
"29",1001500920601,"No","2017-11-16T04:40:33-05:00",1,3,0.57,5699,5699,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",2000,600,"Tier 0",0
"30",1001500920603,"No","2017-11-16T04:40:30-05:00",2,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",0
"31",1001500920801,"No","2017-11-16T05:46:11-05:00",1,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",5900,300,"Tier 0",0
"32",1001500920902,"No","2017-11-16T06:50:26-05:00",2,1,0.29,2900,2900,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,1000,"Tier 0",0
"33",1001500921301,"No","2017-11-16T06:07:36-05:00",3,3,0.57,5699,5699,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","",888,200,"Tier 0",0
"34",1001500921501,"No","2017-11-16T04:51:48-05:00",2,3,0.57,5699,5699,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",0
"35",1001500921507,"No","2017-11-16T04:33:40-05:00",1,1,0.29,2900,2900,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",888,300,"Tier 0",0
"36",1001500921603,"No","2017-11-16T05:42:51-05:00",1,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",0
"37",1001500921606,"No","2017-11-16T05:44:44-05:00",1,5,1,10000,10000,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Monthly fee is too expensive","",1000,300,"Tier 0",0
"38",1001500922001,"No","2017-11-16T06:59:53-05:00",2,5,1,10000,10000,"No","Electricity service is unreliable","","No","Electricity service is unreliable","","No","Electricity service is unreliable","","No","Electricity service is unreliable","","No","Monthly fee is too expensive","",2500,500,"Tier 0",0
"39",1001500922101,"No","2017-11-16T06:47:10-05:00",2,3,0.57,5699,5699,"No","Still cannot afford the wiring costs","","No","Do not need grid connection","",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",0
"40",1001500922103,"No","2017-11-16T07:47:05-05:00",2,2,0.43,4300,4300,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",888,300,"Tier 0",0
"41",1001500922202,"No","2017-11-16T08:04:32-05:00",1,3,0.57,5699,5699,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","",888,700,"Tier 0",0
"42",1001500922702,"No","2017-11-16T07:04:27-05:00",1,4,0.71,7100,7100,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",5000,500,"Tier 0",0
"43",1002500360201,"No","2017-12-01T06:20:46-05:00",2,1,0.29,2900,2900,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,200,"Tier 0",0
"44",1002500360406,"No","2017-12-01T07:08:11-05:00",2,5,1,10000,10000,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",888,500,"Tier 0",0
"45",1002500360407,"No","2017-12-01T06:34:06-05:00",2,1,0.29,2900,2900,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Do not need grid connection","",NA,NA,"",NA,NA,"",888,888,"Tier 0",0
"46",1002500360501,"No","2017-12-01T06:36:27-05:00",1,1,0.29,2900,2900,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",0
"47",1002500360601,"No","2017-12-01T09:32:15-05:00",3,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",888,200,"Tier 0",0
"48",1002500360602,"No","2017-12-01T07:26:04-05:00",1,3,0.57,5699,5699,"No","Still cannot afford the wiring costs","","No","Monthly fee is too expensive","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","",888,888,"Tier 0",0
"49",1002500360802,"No","2017-12-01T07:19:13-05:00",2,2,0.43,4300,4300,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","",1000,200,"Tier 0",0
"50",1002500360901,"No","2017-12-01T07:54:48-05:00",1,0,0.14,1400,1400,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","",888,400,"Tier 0",0
"51",1002500361001,"No","2017-12-01T08:22:02-05:00",2,1,0.29,2900,2900,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,200,"Tier 0",0
"52",1002500361102,"No","2017-12-01T08:43:14-05:00",1,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,1000,"Tier 0",0
"53",1002500361302,"No","2017-12-01T08:41:08-05:00",2,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",888,500,"Tier 0",0
"54",1002500361503,"No","2017-12-01T09:45:18-05:00",2,1,0.29,2900,2900,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,300,"Tier 0",0
"55",1002500361505,"No","2017-12-01T07:52:58-05:00",1,5,1,10000,10000,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",888,200,"Tier 0",0
"56",1002500361602,"No","2017-12-01T09:15:52-05:00",1,3,0.57,5699,5699,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","",888,500,"Tier 0",0
"57",1003504600102,"No","2017-11-13T04:57:09-05:00",4,3,0.57,5699,5699,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",888,200,"Tier 0",0
"58",1003504600104,"No","2017-11-13T05:03:24-05:00",1,1,0.29,2900,2900,"No","Do not need grid connection","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,400,"Tier 0",0
"59",1003504600206,"No","2017-11-13T07:19:02-05:00",2,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,300,"Tier 0",0
"60",1003504600501,"No","2017-11-13T05:02:52-05:00",1,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",2000,500,"Tier 0",0
"61",1003504600603,"No","2017-11-13T06:27:25-05:00",1,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,400,"Tier 0",0
"62",1003504600607,"No","2017-11-13T06:06:44-05:00",2,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",888,200,"Tier 0",0
"63",1003504600609,"No","2017-11-13T06:17:59-05:00",1,5,1,10000,10000,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",10000,200,"Tier 0",0
"64",1003504600612,"No","2017-11-13T07:41:55-05:00",2,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",0
"65",1003504600802,"No","2017-11-13T06:28:30-05:00",2,2,0.43,4300,4300,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",888,888,"Tier 0",0
"66",1003504601001,"No","2017-11-13T07:40:44-05:00",1,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",0
"67",1003504601402,"No","2017-11-13T09:14:35-05:00",1,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",0
"68",1003504601701,"No","2017-11-13T04:47:16-05:00",2,5,1,10000,10000,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","",888,888,"Tier 0",0
"69",1003504601803,"No","2017-11-13T08:27:56-05:00",2,3,0.57,5699,5699,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,600,"Tier 0",0
"70",1003504602401,"No","2017-11-13T08:56:11-05:00",1,5,1,10000,10000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",15000,1000,"Tier 0",0
"71",1003514380401,"No","2017-11-12T07:57:21-05:00",1,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","No","Monthly fee is too expensive","","Yes",NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",1
"72",1003514380803,"No","2017-11-12T08:52:15-05:00",2,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",1
"73",1003514380805,"No","2017-11-12T09:00:20-05:00",2,3,0.57,5699,5699,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",888,888,"Tier 0",1
"74",1003514381205,"No","2017-11-12T06:57:37-05:00",2,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",1
"75",1003514381901,"No","2017-11-12T08:27:53-05:00",2,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",1
"76",1003514383001,"No","2017-11-12T05:02:29-05:00",2,1,0.29,2900,2900,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Don’t Know","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","",888,888,"Tier 0",1
"77",1003514383201,"No","2017-11-12T07:46:39-05:00",1,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",1
"78",1003514384001,"No","2017-11-12T06:27:46-05:00",3,2,0.43,4300,4300,"No","Do not need grid connection","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,300,"Tier 0",1
"79",1003514384104,"No","2017-11-12T07:37:51-05:00",2,5,1,10000,10000,"No","Do not need grid connection","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",1
"80",1003514384902,"No","2017-11-12T06:10:48-05:00",1,3,0.57,5699,5699,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",5000,500,"Tier 0",1
"81",1003514385301,"No","2017-11-12T04:55:14-05:00",2,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",1
"82",1003514385303,"No","2017-11-12T04:51:15-05:00",1,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",3000,300,"Tier 0",1
"83",1003514385305,"No","2017-11-12T04:47:45-05:00",2,3,0.57,5699,5699,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",1
"84",1003514385706,"No","2017-11-12T06:26:35-05:00",3,3,0.57,5699,5699,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,600,"Tier 1",1
"85",1004500060202,"No","2017-11-20T05:39:55-05:00",3,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",10000,1000,"Tier 0",0
"86",1004500060304,"No","2017-11-23T10:16:54-05:00",2,1,0.29,2900,2900,"No","Still cannot afford the wiring costs","","No","Electricity service is unreliable","","No","Electricity service is unreliable","","No","Electricity service is unreliable","","No","Electricity service is unreliable","",888,888,"Tier 0",0
"87",1004500060401,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",0
"88",1004500060701,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 0",0
"89",1004500060703,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 3",0
"90",1004500060801,"No","2017-11-23T07:56:34-05:00",2,3,0.57,5699,5699,"No","Still cannot afford the wiring costs","","No","Electricity service is unreliable","","No","Monthly fee is too expensive","","Don’t Know","Still cannot afford the wiring costs","","Don’t Know","Electricity service is unreliable","",888,888,"Tier 0",0
"91",1004500061004,"Yes","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"Tier 2",0
"92",1004500061301,"No","2017-11-23T08:55:00-05:00",1,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",888,200,"Tier 0",0
"93",1004500061303,"No","2017-11-19T06:45:16-05:00",2,3,0.57,5699,5699,"No","Monthly fee is too expensive","","Don’t Know","Monthly fee is too expensive","","Don’t Know","Electricity service is unreliable","","Don’t Know","Electricity service is unreliable","","Don’t Know","Electricity service is unreliable","",888,888,"Tier 0",0
"94",1004500061601,"No","2017-11-23T07:46:44-05:00",2,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",3000,300,"Tier 0",0
"95",1004500061802,"No","2017-11-20T05:49:20-05:00",1,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","No","Electricity service is unreliable","","No","Still cannot afford the wiring costs","","No","Electricity service is unreliable","","No","Electricity service is unreliable","",5000,1000,"Tier 0",0
"96",1004500061902,"No","2017-11-20T06:58:53-05:00",4,5,1,10000,10000,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Do not need grid connection","",NA,NA,"",NA,NA,"",888,888,"Tier 0",0
"97",1004500062002,"No","2017-11-23T08:47:36-05:00",1,5,1,10000,10000,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",888,888,"Tier 0",0
"98",1004500062301,"No","2017-11-23T07:53:49-05:00",1,4,0.71,7100,7100,"No","Do not need grid connection","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",0
"99",1004503360102,"No","2017-11-16T08:33:59-05:00",2,1,0.29,2900,2900,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","",5000,300,"Tier 0",0
"100",1004503361901,"No","2017-11-16T07:41:10-05:00",2,1,0.29,2900,2900,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",0
"101",1004503363001,"No","2017-11-16T06:25:59-05:00",2,0,0.14,1400,1400,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,300,"Tier 0",0
"102",1004503363201,"No","2017-11-16T05:48:25-05:00",1,2,0.43,4300,4300,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",800,888,"Tier 0",0
"103",1004503363801,"No","2017-11-16T07:09:32-05:00",3,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",2000,888,"Tier 0",0
"104",1004503364404,"No","2017-11-16T08:28:54-05:00",1,2,0.43,4300,4300,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",1500,888,"Tier 0",0
"105",1004503364406,"No","2017-11-16T07:40:02-05:00",1,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",2500,500,"Tier 0",0
"106",1004503364501,"No","2017-11-16T05:52:06-05:00",2,2,0.43,4300,4300,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",888,888,"Tier 0",0
"107",1004503364801,"No","2017-11-16T05:40:59-05:00",1,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",6000,1000,"Tier 0",0
"108",1004503365501,"No","2017-11-16T09:21:14-05:00",1,3,0.57,5699,5699,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",0
"109",1004503366101,"No","2017-11-16T10:24:14-05:00",2,3,0.57,5699,5699,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","",888,200,"Tier 0",0
"110",1004503366501,"No","2017-11-15T07:04:50-05:00",1,2,0.43,4300,4300,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",0
"111",1004503366901,"No","2017-11-15T08:00:09-05:00",1,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Do not need grid connection","",NA,NA,"",888,888,"Tier 0",0
"112",1004503367102,"No","2017-11-15T09:43:17-05:00",2,0,0.14,1400,1400,"No","Do not need grid connection","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",0
"113",1005513600301,"No","2017-11-17T09:29:48-05:00",1,3,0.57,5699,5699,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",5000,500,"Tier 0",0
"114",1005513600402,"No","2017-11-17T08:48:20-05:00",2,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,250,"Tier 0",0
"115",1005513600404,"No","2017-11-17T08:52:15-05:00",1,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",5000,1000,"Tier 0",0
"116",1005513600702,"No","2017-11-17T07:20:47-05:00",1,2,0.43,4300,4300,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",10000,300,"Tier 0",0
"117",1005513600801,"No","2017-11-17T06:21:40-05:00",1,4,0.71,7100,7100,"No","Other, specify","the government are to do the connection not them","No","Do not need grid connection","",NA,NA,"",NA,NA,"",NA,NA,"",888,1000,"Tier 0",0
"118",1005513600804,"No","2017-11-17T07:23:30-05:00",2,5,1,10000,10000,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",1000,200,"Tier 0",0
"119",1005513600806,"No","2017-11-17T07:17:13-05:00",2,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",888,888,"Tier 0",0
"120",1005513600807,"No","2017-11-17T08:24:44-05:00",2,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,400,"Tier 0",0
"121",1005513600808,"No","2017-11-17T08:25:01-05:00",2,1,0.29,2900,2900,"No","Do not need grid connection","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,888,"Tier 0",0
"122",1005513600809,"No","2017-11-17T06:12:57-05:00",1,3,0.57,5699,5699,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,400,"Tier 0",0
"123",1005513600810,"No","2017-11-17T06:05:52-05:00",1,4,0.71,7100,7100,"No","Still cannot afford the wiring costs","","Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",0
"124",1005513600812,"No","2017-11-17T07:14:54-05:00",1,0,0.14,1400,1400,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",0
"125",1005513600813,"No","2017-11-17T09:36:49-05:00",2,1,0.29,2900,2900,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",888,500,"Tier 0",0
"126",1005513600902,"No","2017-11-17T06:20:10-05:00",2,5,1,10000,10000,"No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","","No","Still cannot afford the wiring costs","",888,300,"Tier 0",0
