"","hh_id","g2","g3","g_4","g_5","g_6","g_7","g_8","g_9","interview__key","cs_aggr_tier","elc_aggr_tier","locality"
"15402",11014509501201,"Flashlights","Yes",2,250,12,7,"Regular source of lighting",8,"42-66-70-76","Tier 1","Tier 0",0
"15403",11014509501201,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15404",11014509501201," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15405",11014509501201,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15406",11014509501301,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15407",11014509501301,"Flashlights","Yes",2,250,12,7,"Regular source of lighting",4,"00-12-39-44","Tier 1","Tier 0",0
"15408",11014509501301,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15409",11014509501301," Radio","Yes",1,1000,12,4,"No light available",8,"00-12-39-44","Tier 1","Tier 0",0
"15410",11014509501301,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15411",11014509501701,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15412",11014509501701,"Flashlights","Yes",1,150,12,13,"Regular source of lighting",21,"83-65-45-17","Tier 1","Tier 0",0
"15413",11014509501701,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15414",11014509501701," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15415",11014509501701,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15416",11014509502101,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15417",11014509502101,"Flashlights","Yes",2,200,12,6,"Regular source of lighting",24,"17-86-31-57","Tier 1","Tier 0",0
"15418",11014509502101,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15419",11014509502101," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15420",11014509502101,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15421",11014509502501,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15422",11014509502501,"Flashlights","Yes",2,200,12,7,"Regular source of lighting",24,"41-51-99-28","Tier 1","Tier 0",0
"15423",11014509502501,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15424",11014509502501," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15425",11014509502501,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15426",11014509502701,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15427",11014509502701,"Flashlights","Yes",4,600,12,12,"Regular source of lighting",30,"76-10-95-87","Tier 1","Tier 0",0
"15428",11014509502701,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15429",11014509502701," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15430",11014509502701,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15431",11014509503501,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15432",11014509503501,"Flashlights","Yes",2,300,12,12,"Regular source of lighting",18,"04-56-29-35","Tier 1","Tier 0",0
"15433",11014509503501,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15434",11014509503501," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15435",11014509503501,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15436",11014509503701,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15437",11014509503701,"Flashlights","Yes",2,3000,12,13,"Regular source of lighting",24,"26-04-25-15","Tier 1","Tier 0",0
"15438",11014509503701,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15439",11014509503701," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15440",11014509503701,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15441",11015504480301,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15442",11015504480301,"Flashlights","Yes",3,200,12,2,"Back-up source of lighting",6,"60-44-66-33","Tier 1","Tier 3",0
"15443",11015504480301,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15444",11015504480301," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15445",11015504480301,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15446",11015504480501,"Lanterns","Yes",1,150,12,2,"Back-up source of lighting",4,"72-08-60-16","Tier 0","Tier 3",0
"15447",11015504480501,"Flashlights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",0
"15448",11015504480501,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",0
"15449",11015504480501," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",0
"15450",11015504480501,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",0
"15451",11015504480601,"Lanterns","Yes",3,100,12,12,"Regular source of lighting",12,"79-87-80-84","Tier 0","Tier 0",0
"15452",11015504480601,"Flashlights","Yes",2,350,12,1,"Back-up source of lighting",4,"79-87-80-84","Tier 0","Tier 0",0
"15453",11015504480601,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"15454",11015504480601," Radio","Yes",1,1500,12,6,"No light available",4,"79-87-80-84","Tier 0","Tier 0",0
"15455",11015504480601,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"15456",11015504480701,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15457",11015504480701,"Flashlights","Yes",4,300,12,6,"Back-up source of lighting",12,"88-41-71-20","Tier 1","Tier 3",0
"15458",11015504480701,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15459",11015504480701," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15460",11015504480701,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15461",11015504480703,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 4",0
"15462",11015504480703,"Flashlights","Yes",1,300,12,3,"Back-up source of lighting",22,"07-99-52-56","Tier 1","Tier 4",0
"15463",11015504480703,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 4",0
"15464",11015504480703," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 4",0
"15465",11015504480703,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 4",0
"15466",11015504480708,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15467",11015504480708,"Flashlights","Yes",4,150,12,3,"Back-up source of lighting",12,"17-39-34-60","Tier 1","Tier 3",0
"15468",11015504480708,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15469",11015504480708," Radio","Yes",1,1000,12,10,"No light available",6,"17-39-34-60","Tier 1","Tier 3",0
"15470",11015504480708,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15471",11015504480801,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",0
"15472",11015504480801,"Flashlights","Yes",2,350,9,5,"Back-up source of lighting",8,"35-39-55-72","Tier 1","Tier 2",0
"15473",11015504480801,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",0
"15474",11015504480801," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",0
"15475",11015504480801,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",0
"15476",11015504480802,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",0
"15477",11015504480802,"Flashlights","Yes",2,125,12,2,"Back-up source of lighting",3,"49-05-23-37","Tier 1","Tier 2",0
"15478",11015504480802,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",0
"15479",11015504480802," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",0
"15480",11015504480802,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",0
"15481",11015504480803,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",0
"15482",11015504480803,"Flashlights","Yes",1,150,12,3,"Back-up source of lighting",3,"67-81-03-22","Tier 0","Tier 3",0
"15483",11015504480803,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",0
"15484",11015504480803," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",0
"15485",11015504480803,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",0
"15486",11015504481101,"Lanterns","Yes",1,200,12,3,"Back-up source of lighting",4,"82-16-24-68","Tier 0","Tier 3",0
"15487",11015504481101,"Flashlights","No",NA,NA,NA,NA,NA,NA,"82-16-24-68","Tier 0","Tier 3",0
"15488",11015504481101,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",0
"15489",11015504481101," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",0
"15490",11015504481101,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",0
"15491",11015504481102,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",0
"15492",11015504481102,"Flashlights","Yes",4,450,9,6,"Back-up source of lighting",12,"92-33-22-42","Tier 1","Tier 2",0
"15493",11015504481102,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",0
"15494",11015504481102," Radio","No",NA,NA,NA,NA,NA,NA,"92-33-22-42","Tier 1","Tier 2",0
"15495",11015504481102,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",0
"15496",11015504481501,"Lanterns","Yes",1,250,11,2,"Back-up source of lighting",3,"53-58-39-74","Tier 0","Tier 3",0
"15497",11015504481501,"Flashlights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",0
"15498",11015504481501,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",0
"15499",11015504481501," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",0
"15500",11015504481501,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",0
"15501",11015504481601,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15502",11015504481601,"Flashlights","Yes",1,120,11,5,"Back-up source of lighting",6,"13-17-97-71","Tier 1","Tier 3",0
"15503",11015504481601,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15504",11015504481601," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15505",11015504481601,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15506",11015504481603,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 3",0
"15507",11015504481603,"Flashlights","Yes",1,800,11,2,"Back-up source of lighting",3,"19-58-12-91","Tier 2","Tier 3",0
"15508",11015504481603,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 3",0
"15509",11015504481603," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 3",0
"15510",11015504481603,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 3",0
"15511",11015506000601,"Lanterns","Yes",3,200,12,2,"Back-up source of lighting",12,"33-01-94-12","Tier 2","Tier 3",0
"15512",11015506000601,"Flashlights","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 3",0
"15513",11015506000601,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 3",0
"15514",11015506000601," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 3",0
"15515",11015506000601,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 3",0
"15516",11015506000604,"Lanterns","Yes",1,250,12,4,"Regular source of lighting",4,"99-45-03-98","Tier 1","Tier 0",0
"15517",11015506000604,"Flashlights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15518",11015506000604,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15519",11015506000604," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15520",11015506000604,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15521",11015506001102,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"15522",11015506001102,"Flashlights","Yes",1,150,11,4,"Regular source of lighting",4,"30-64-38-78","Tier 0","Tier 0",0
"15523",11015506001102,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"15524",11015506001102," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"15525",11015506001102,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"15526",11015506001201,"Lanterns","Yes",2,200,12,7,"Back-up source of lighting",6,"21-68-93-51","Tier 1","Tier 3",0
"15527",11015506001201,"Flashlights","Yes",1,300,12,2,"Back-up source of lighting",8,"21-68-93-51","Tier 1","Tier 3",0
"15528",11015506001201,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15529",11015506001201," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15530",11015506001201,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15531",11015506002501,"Lanterns","Yes",1,200,12,4,"Back-up source of lighting",3,"62-62-40-77","Tier 1","Tier 3",0
"15532",11015506002501,"Flashlights","Yes",2,120,12,0,"Back-up source of lighting",2,"62-62-40-77","Tier 1","Tier 3",0
"15533",11015506002501,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15534",11015506002501," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15535",11015506002501,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15536",11015506002502,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15537",11015506002502,"Flashlights","Yes",2,350,12,1,"Back-up source of lighting",12,"08-24-29-45","Tier 1","Tier 3",0
"15538",11015506002502,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15539",11015506002502," Radio","Yes",1,3400,12,2,"Back-up source of lighting",8,"08-24-29-45","Tier 1","Tier 3",0
"15540",11015506002502,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15541",11015506003601,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15542",11015506003601,"Flashlights","Yes",1,250,12,5,"Regular source of lighting",2,"96-70-11-81","Tier 1","Tier 0",0
"15543",11015506003601,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15544",11015506003601," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15545",11015506003601,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15546",11015506004701,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15547",11015506004701,"Flashlights","Yes",2,400,7,6,"Back-up source of lighting",8,"78-23-93-70","Tier 1","Tier 3",0
"15548",11015506004701,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15549",11015506004701," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15550",11015506004701,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15551",11015506005301,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15552",11015506005301,"Flashlights","Yes",2,400,8,6,"Back-up source of lighting",8,"96-84-10-32","Tier 1","Tier 0",0
"15553",11015506005301,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15554",11015506005301," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15555",11015506005301,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15556",11015506005302,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15557",11015506005302,"Flashlights","Yes",1,200,12,12,"Regular source of lighting",2,"44-47-30-38","Tier 1","Tier 0",0
"15558",11015506005302,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15559",11015506005302," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15560",11015506005302,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15561",11015506005303,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15562",11015506005303,"Flashlights","Yes",2,200,12,12,"Regular source of lighting",2,"37-50-43-05","Tier 1","Tier 0",0
"15563",11015506005303,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15564",11015506005303," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15565",11015506005303,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15566",11015506005304,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15567",11015506005304,"Flashlights","Yes",2,150,12,12,"Regular source of lighting",6,"94-32-68-44","Tier 1","Tier 0",0
"15568",11015506005304,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15569",11015506005304," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15570",11015506005304,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15571",11015506006101,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",0
"15572",11015506006101,"Flashlights","Yes",1,350,6,5,"Back-up source of lighting",6,"02-04-84-59","Tier 0","Tier 3",0
"15573",11015506006101,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",0
"15574",11015506006101," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",0
"15575",11015506006101,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",0
"15576",11015506006604,"Lanterns","Yes",2,250,12,2,"Back-up source of lighting",3,"18-62-66-83","Tier 1","Tier 3",0
"15577",11015506006604,"Flashlights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15578",11015506006604,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15579",11015506006604," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15580",11015506006604,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"15581",11015513880501,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"15582",11015513880501,"Flashlights","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"15583",11015513880501,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"15584",11015513880501," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"15585",11015513880501,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"15586",11015513880601,"Lanterns","Yes",1,150,11,2,"Regular source of lighting",6,"84-99-00-39","Tier 0","Tier 0",0
"15587",11015513880601,"Flashlights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"15588",11015513880601,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"15589",11015513880601," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"15590",11015513880601,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"15591",11015513880701,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"15592",11015513880701,"Flashlights","Yes",3,100,12,5,"Regular source of lighting",18,"48-74-22-46","Tier 0","Tier 0",0
"15593",11015513880701,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"15594",11015513880701," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"15595",11015513880701,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"15596",11015513880801,"Lanterns","Yes",2,400,12,12,"Regular source of lighting",2,"63-82-78-33","Tier 1","Tier 0",0
"15597",11015513880801,"Flashlights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15598",11015513880801,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15599",11015513880801," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15600",11015513880801,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15601",11015513880901,"Lanterns","Yes",1,300,12,12,"Regular source of lighting",3,"96-93-93-65","Tier 0","Tier 0",0
"15602",11015513880901,"Flashlights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"15603",11015513880901,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"15604",11015513880901," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"15605",11015513880901,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"15606",11015513881201,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"15607",11015513881201,"Flashlights","Yes",2,150,12,1,"Regular source of lighting",6,"91-83-13-05","Tier 0","Tier 0",0
"15608",11015513881201,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"15609",11015513881201," Radio","Yes",1,1000,12,2,"No light available",20,"91-83-13-05","Tier 0","Tier 0",0
"15610",11015513881201,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"15611",11015513881202,"Lanterns","Yes",2,350,6,14,"Regular source of lighting",15,"40-51-86-68","Tier 1","Tier 0",0
"15612",11015513881202,"Flashlights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15613",11015513881202,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15614",11015513881202," Radio","Yes",1,3000,12,2,"No light available",4,"40-51-86-68","Tier 1","Tier 0",0
"15615",11015513881202,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15616",11015513881401,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15617",11015513881401,"Flashlights","Yes",1,150,12,8,"Regular source of lighting",4,"51-45-53-90","Tier 1","Tier 0",0
"15618",11015513881401,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15619",11015513881401," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15620",11015513881401,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15621",11015513881402,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15622",11015513881402,"Flashlights","Yes",1,200,12,9,"Regular source of lighting",8,"37-71-89-65","Tier 1","Tier 0",0
"15623",11015513881402,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15624",11015513881402," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15625",11015513881402,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15626",11015513881404,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15627",11015513881404,"Flashlights","Yes",1,400,12,6,"Regular source of lighting",2,"42-41-06-53","Tier 1","Tier 0",0
"15628",11015513881404,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15629",11015513881404," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15630",11015513881404,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15631",11015513881601,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15632",11015513881601,"Flashlights","Yes",4,150,12,6,"Regular source of lighting",8,"12-91-55-16","Tier 1","Tier 0",0
"15633",11015513881601,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15634",11015513881601," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15635",11015513881601,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15636",11015513881701,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"15637",11015513881701,"Flashlights","Yes",2,150,12,3,"Regular source of lighting",3,"50-14-42-81","Tier 0","Tier 0",0
"15638",11015513881701,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"15639",11015513881701," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"15640",11015513881701,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"15641",11015513881801,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15642",11015513881801,"Flashlights","Yes",2,400,12,8,"Regular source of lighting",8,"44-70-72-71","Tier 1","Tier 0",0
"15643",11015513881801,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15644",11015513881801," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15645",11015513881801,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15646",11015513881901,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15647",11015513881901,"Flashlights","Yes",4,300,12,11,"Regular source of lighting",2,"18-35-20-06","Tier 1","Tier 0",0
"15648",11015513881901,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15649",11015513881901," Radio","Yes",1,4000,12,5,"No light available",900,"18-35-20-06","Tier 1","Tier 0",0
"15650",11015513881901,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15651",11016501240201,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15652",11016501240201,"Flashlights","Yes",2,100,12,6,"Regular source of lighting",64,"94-88-56-13","Tier 1","Tier 0",0
"15653",11016501240201,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"15654",11016501240201," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
