"","hh_id","cs_affd_tier","cs_avbl_tier","cs_conv_tier","cs_exp_tier_hh","cs_safety_tier","hhweight","cs_aggr_tier","elc_cap_tier","elc_durd_tier","elc_dure_tier","elc_rel_tier","elc_qual_tier","elc_leg_tier","elc_sft_tier","elc_aggr_tier","rur","main_src_elec","quintile","connection_fee","toofar"
"1",1000506120305,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",2264.02172851562,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","4th quintile",0,0
"2",1000506120401,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",2264.02172851562,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","2nd quintile ",0,1
"3",1000506120601,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",2264.02172851562,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","3rd quintile ",0,0
"4",1000506120602,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1",NA,"Tier 5: No serious accidents over the past 12 months",2264.02172851562,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","4th quintile",0,1
"5",1000506120901,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",2264.02172851562,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","1st quintile",0,0
"6",1000506121202,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",2264.02172851562,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","2nd quintile ",0,0
"7",1000506121304,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",2264.02172851562,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","2nd quintile ",0,0
"8",1000506121604,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1",NA,"Tier 5: No serious accidents over the past 12 months",2264.02172851562,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","4th quintile",0,1
"9",1000506122001,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",2264.02172851562,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","4th quintile",0,0
"10",1000506122301,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1",NA,"Tier 3: Serious accidents over the past 12 months",2264.02172851562,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","5th quintile",0,1
"11",1000506122402,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1",NA,"Tier 5: No serious accidents over the past 12 months",2264.02172851562,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","4th quintile",0,1
"12",1000506122702,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",2264.02172851562,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","2nd quintile ",0,0
"13",1000506122801,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",2264.02172851562,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","4th quintile",0,0
"14",1000506122902,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",2264.02172851562,"Tier 1","Tier 1","Tier 3","Tier 5",NA,NA,NA,NA,"Tier 1","0","Solar lan/SLS/SHS","2nd quintile ",0,1
"15",1001500180104,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",2173.14208984375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","3rd quintile ",0,0
"16",1001500180107,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",2173.14208984375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","4th quintile",0,1
"17",1001500180201,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",2173.14208984375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","3rd quintile ",0,0
"18",1001500180702,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",2173.14208984375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","2nd quintile ",1,0
"19",1001500181501,"Tier 3: cooking fuel exp > 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",2173.14208984375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","4th quintile",0,0
"20",1001500181503,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",2173.14208984375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","3rd quintile ",0,0
"21",1001500181601,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",2173.14208984375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","5th quintile",0,0
"22",1001500181605,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",2173.14208984375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","2nd quintile ",0,0
"23",1001500181606,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",2173.14208984375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","2nd quintile ",0,0
"24",1001500181702,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",2173.14208984375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","4th quintile",0,0
"25",1001500181802,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1",NA,"Tier 3: Serious accidents over the past 12 months",2173.14208984375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","4th quintile",0,0
"26",1001500181901,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1",NA,"Tier 5: No serious accidents over the past 12 months",2173.14208984375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","5th quintile",0,0
"27",1001500182001,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1",NA,"Tier 5: No serious accidents over the past 12 months",2173.14208984375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","5th quintile",0,0
"28",1001500182103,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",2173.14208984375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","5th quintile",0,0
"29",1001500920601,"Tier 3: cooking fuel exp > 5% HH total exp","Tier 5: throughout the year","Tier 1",NA,"Tier 5: No serious accidents over the past 12 months",4577.15478515625,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","5th quintile",0,1
"30",1001500920603,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",4577.15478515625,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","2nd quintile ",0,1
"31",1001500920801,"Tier 3: cooking fuel exp > 5% HH total exp","Tier 4: 80% of the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",4577.15478515625,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","2nd quintile ",0,1
"32",1001500920902,"Tier 3: cooking fuel exp > 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",4577.15478515625,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","4th quintile",0,0
"33",1001500921301,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",4577.15478515625,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","2nd quintile ",0,0
"34",1001500921501,"Tier 3: cooking fuel exp > 5% HH total exp","Tier 4: 80% of the year","Tier 2","Tier 1","Tier 5: No serious accidents over the past 12 months",4577.15478515625,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","4th quintile",0,0
"35",1001500921507,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",4577.15478515625,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","2nd quintile ",0,0
"36",1001500921603,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",4577.15478515625,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","4th quintile",0,0
"37",1001500921606,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 2",NA,"Tier 5: No serious accidents over the past 12 months",4577.15478515625,"Tier 2","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","3rd quintile ",1,0
"38",1001500922001,"Tier 3: cooking fuel exp > 5% HH total exp","Tier 4: 80% of the year","Tier 1",NA,"Tier 5: No serious accidents over the past 12 months",4577.15478515625,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","3rd quintile ",0,1
"39",1001500922101,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",4577.15478515625,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","4th quintile",0,0
"40",1001500922103,"Tier 3: cooking fuel exp > 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",4577.15478515625,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","3rd quintile ",0,0
"41",1001500922202,"Tier 3: cooking fuel exp > 5% HH total exp","Tier 5: throughout the year","Tier 1",NA,"Tier 3: Serious accidents over the past 12 months",4577.15478515625,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","2nd quintile ",0,1
"42",1001500922702,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",4577.15478515625,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","3rd quintile ",0,0
"43",1002500360201,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",4939.2412109375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","2nd quintile ",0,1
"44",1002500360406,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",4939.2412109375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","2nd quintile ",0,0
"45",1002500360407,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",4939.2412109375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","1st quintile",1,0
"46",1002500360501,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",4939.2412109375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","3rd quintile ",0,0
"47",1002500360601,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",4939.2412109375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","3rd quintile ",0,1
"48",1002500360602,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",4939.2412109375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","4th quintile",0,0
"49",1002500360802,"Tier 3: cooking fuel exp > 5% HH total exp","Tier 5: throughout the year","Tier 2","Tier 1","Tier 5: No serious accidents over the past 12 months",4939.2412109375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","2nd quintile ",0,0
"50",1002500360901,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 3","Tier 1","Tier 5: No serious accidents over the past 12 months",4939.2412109375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","1st quintile",0,0
"51",1002500361001,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",4939.2412109375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","4th quintile",0,0
"52",1002500361102,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",4939.2412109375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","2nd quintile ",0,0
"53",1002500361302,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",4939.2412109375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","2nd quintile ",0,1
"54",1002500361503,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",4939.2412109375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","2nd quintile ",0,0
"55",1002500361505,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",4939.2412109375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","2nd quintile ",0,1
"56",1002500361602,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",4939.2412109375,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","1st quintile",0,0
"57",1003504600102,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",11613.5712890625,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","3rd quintile ",0,1
"58",1003504600104,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 2",NA,"Tier 5: No serious accidents over the past 12 months",11613.5712890625,"Tier 2","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","3rd quintile ",1,0
"59",1003504600206,"Tier 3: cooking fuel exp > 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",11613.5712890625,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","4th quintile",0,0
"60",1003504600501,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",11613.5712890625,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","4th quintile",0,0
"61",1003504600603,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1",NA,"Tier 5: No serious accidents over the past 12 months",11613.5712890625,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","3rd quintile ",0,1
"62",1003504600607,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1","Tier 1","Tier 3: Serious accidents over the past 12 months",11613.5712890625,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","3rd quintile ",0,0
"63",1003504600609,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 2","Tier 1","Tier 5: No serious accidents over the past 12 months",11613.5712890625,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","3rd quintile ",0,0
"64",1003504600612,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",11613.5712890625,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","4th quintile",0,0
"65",1003504600802,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",11613.5712890625,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","3rd quintile ",0,0
"66",1003504601001,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",11613.5712890625,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","1st quintile",0,0
"67",1003504601402,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",11613.5712890625,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","5th quintile",0,0
"68",1003504601701,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",11613.5712890625,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","4th quintile",0,1
"69",1003504601803,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1","Tier 0","Tier 5: No serious accidents over the past 12 months",11613.5712890625,"Tier 0","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","3rd quintile ",1,0
"70",1003504602401,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",11613.5712890625,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","4th quintile",0,0
"71",1003514380401,"Tier 3: cooking fuel exp > 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",148.315155029297,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","Rural","No Electricity","2nd quintile ",0,0
"72",1003514380803,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1",NA,"Tier 5: No serious accidents over the past 12 months",148.315155029297,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","Rural","No Electricity","3rd quintile ",0,1
"73",1003514380805,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1","Tier 0","Tier 5: No serious accidents over the past 12 months",148.315155029297,"Tier 0","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","Rural","No Electricity","5th quintile",0,0
"74",1003514381205,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",148.315155029297,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","Rural","No Electricity","3rd quintile ",0,0
"75",1003514381901,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 2",NA,"Tier 5: No serious accidents over the past 12 months",148.315155029297,"Tier 2","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","Rural","No Electricity","3rd quintile ",0,0
"76",1003514383001,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 2","Tier 1","Tier 5: No serious accidents over the past 12 months",148.315155029297,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","Rural","No Electricity","5th quintile",0,1
"77",1003514383201,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1",NA,"Tier 5: No serious accidents over the past 12 months",148.315155029297,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","Rural","No Electricity","5th quintile",1,0
"78",1003514384001,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1",NA,"Tier 5: No serious accidents over the past 12 months",148.315155029297,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","Rural","No Electricity","4th quintile",0,0
"79",1003514384104,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",148.315155029297,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","Rural","No Electricity","3rd quintile ",0,0
"80",1003514384902,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 0","Tier 5: No serious accidents over the past 12 months",148.315155029297,"Tier 0","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","Rural","No Electricity","5th quintile",0,0
"81",1003514385301,"Tier 3: cooking fuel exp > 5% HH total exp","Tier 4: 80% of the year","Tier 1","Tier 0","Tier 5: No serious accidents over the past 12 months",148.315155029297,"Tier 0","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","Rural","No Electricity","3rd quintile ",0,1
"82",1003514385303,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1","Tier 0","Tier 5: No serious accidents over the past 12 months",148.315155029297,"Tier 0","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","Rural","No Electricity","3rd quintile ",0,1
"83",1003514385305,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 1","Tier 0","Tier 5: No serious accidents over the past 12 months",148.315155029297,"Tier 0","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","Rural","No Electricity","1st quintile",0,0
"84",1003514385706,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",148.315155029297,"Tier 1","Tier 1","Tier 2","Tier 5",NA,NA,NA,NA,"Tier 1","Rural","Solar lan/SLS/SHS","3rd quintile ",0,0
"85",1004500060202,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 2","Tier 1","Tier 5: No serious accidents over the past 12 months",1437.546875,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","4th quintile",1,0
"86",1004500060304,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",1437.546875,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","3rd quintile ",0,0
"87",1004500060401,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",1437.546875,"Tier 1","Tier 3","Tier 3","Tier 5",NA,NA,NA,NA,"Tier 3","0","Solar lan/SLS/SHS","5th quintile",0,0
"88",1004500060701,"Tier 3: cooking fuel exp > 5% HH total exp","Tier 3: <80% of the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",1437.546875,"Tier 1","Tier 5","Tier 0","Tier 0","Tier 4","Tier 5",5,"Tier 5","Tier 0","0","National Grid","3rd quintile ",0,0
"89",1004500060703,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 4: 80% of the year","Tier 2","Tier 1","Tier 5: No serious accidents over the past 12 months",1437.546875,"Tier 1","Tier 5","Tier 3","Tier 3","Tier 4","Tier 5",5,"Tier 5","Tier 3","0","National Grid","4th quintile",0,0
"90",1004500060801,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",1437.546875,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","3rd quintile ",0,0
"91",1004500061004,"Tier 3: cooking fuel exp > 5% HH total exp","Tier 5: throughout the year","Tier 1",NA,"Tier 3: Serious accidents over the past 12 months",1437.546875,"Tier 1","Tier 5","Tier 2","Tier 2","Tier 4","Tier 5",5,"Tier 5","Tier 2","0","National Grid","1st quintile",0,0
"92",1004500061301,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1",NA,"Tier 5: No serious accidents over the past 12 months",1437.546875,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","4th quintile",0,1
"93",1004500061303,"Tier 5: cooking fuel exp < 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",1437.546875,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","4th quintile",0,0
"94",1004500061601,"Tier 3: cooking fuel exp > 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 0","Tier 5: No serious accidents over the past 12 months",1437.546875,"Tier 0","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","1st quintile",0,1
"95",1004500061802,"Tier 3: cooking fuel exp > 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",1437.546875,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","5th quintile",0,0
"96",1004500061902,"Tier 3: cooking fuel exp > 5% HH total exp","Tier 5: throughout the year","Tier 1","Tier 1","Tier 5: No serious accidents over the past 12 months",1437.546875,"Tier 1","Tier 0",NA,NA,NA,NA,NA,NA,"Tier 0","0","No Electricity","4th quintile",0,1
